dataset,technique_type,transitive_trace_type,direct_algebraic_model,transitive_algebraic_model,transitive_scaling,transitive_aggregation,technique_aggregation,name,query_id,metric,value
EasyClinic,TRANSITIVE,none,,LSI,INDEPENDENT,MAX,,(x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.8681481731271814
EasyClinic,HYBRID,none,LSI,VSM,GLOBAL,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8184592557621946
EasyClinic,HYBRID,none,LSI,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7757675900790775
EasyClinic,HYBRID,none,LSI,LSI,GLOBAL,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7358411033738552
EasyClinic,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8240739179551162
EasyClinic,HYBRID,none,LSI,LSI,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7122190561297612
EBT,TRANSITIVE,none,,LSI,INDEPENDENT,MAX,,(x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.7227967727234026
EBT,HYBRID,none,LSI,LSI,GLOBAL,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7161258657905674
EBT,HYBRID,none,LSI,LSI,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7555453165926287
EBT,HYBRID,none,LSI,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7257015219884511
EBT,HYBRID,none,LSI,VSM,GLOBAL,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6950914745609069
EBT,HYBRID,none,VSM,LSI,GLOBAL,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7412819960635637
EBT,HYBRID,none,LSI,LSI,GLOBAL,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.28267717718469676
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8799386997741308
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8166802722451205
EBT,TRANSITIVE,none,,VSM,GLOBAL,PCA,,(x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.7499762111051567
EBT,TRANSITIVE,none,,VSM,INDEPENDENT,SUM,,(x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.9689993138781907
EBT,DIRECT,direct,LSI,,,,,(. (LSI NT) (0 2)),0,LAG_NORMALIZED_INVERTED,0.5586784392481705
EBT,DIRECT,direct,VSM,,,,,(. (VSM NT) (0 2)),0,LAG_NORMALIZED_INVERTED,0.7061345299564785
EBT,HYBRID,none,LSI,VSM,GLOBAL,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7977843774571423
EBT,HYBRID,none,LSI,LSI,GLOBAL,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.359207303941945
EBT,HYBRID,none,LSI,LSI,GLOBAL,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.3930676656333103
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.751498700375113
EBT,HYBRID,none,VSM,VSM,GLOBAL,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9818603416586118
EBT,HYBRID,none,VSM,VSM,GLOBAL,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8166802722451205
EBT,HYBRID,none,VSM,VSM,GLOBAL,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9029763663589967
EBT,TRANSITIVE,none,,LSI,INDEPENDENT,SUM,,(x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.8199005373786137
EBT,TRANSITIVE,none,,LSI,INDEPENDENT,PCA,,(x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.1766788699523718
EBT,TRANSITIVE,none,,LSI,GLOBAL,MAX,,(x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.6212807940983507
EBT,TRANSITIVE,none,,LSI,GLOBAL,PCA,,(x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.0
EBT,TRANSITIVE,none,,VSM,GLOBAL,MAX,,(x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.8331271629113601
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9818603416586118
EBT,TRANSITIVE,none,,VSM,INDEPENDENT,MAX,,(x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.8331271629113601
EBT,TRANSITIVE,none,,VSM,INDEPENDENT,PCA,,(x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.7499762111051567
EBT,TRANSITIVE,none,,VSM,GLOBAL,SUM,,(x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.9689993138781907
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,1.0
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9394009205050255
EBT,HYBRID,none,LSI,LSI,GLOBAL,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6754844170218306
EBT,HYBRID,none,VSM,VSM,GLOBAL,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8799386997741308
EBT,TRANSITIVE,none,,LSI,GLOBAL,SUM,,(x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))),0,LAG_NORMALIZED_INVERTED,0.664461394379811
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.46686332153070254
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9524973331396833
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.848076605249583
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.744121638879568
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8903507234328121
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8208020112884564
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7257015219884511
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8517375909612215
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7977843774571423
EBT,HYBRID,none,LSI,VSM,GLOBAL,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6550159510800158
EBT,HYBRID,none,VSM,VSM,GLOBAL,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9394009205050255
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6950914745609069
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7576838130343109
EBT,HYBRID,none,LSI,VSM,GLOBAL,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.744121638879568
EBT,HYBRID,none,LSI,VSM,GLOBAL,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8208020112884564
EBT,HYBRID,none,LSI,LSI,GLOBAL,MAX,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6893070169727504
EBT,HYBRID,none,LSI,LSI,GLOBAL,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7247149088760121
EBT,HYBRID,none,LSI,LSI,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6791353863566931
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7081077561813562
EBT,HYBRID,none,VSM,VSM,GLOBAL,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8627806463567931
EBT,HYBRID,none,LSI,VSM,GLOBAL,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8517375909612215
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6550159510800158
EBT,HYBRID,none,LSI,VSM,GLOBAL,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7320318721109011
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.38332173103023437
EBT,HYBRID,none,LSI,VSM,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8903507234328121
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.6178101195454562
EBT,HYBRID,none,LSI,VSM,INDEPENDENT,SUM,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7320318721109011
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8606721990454389
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8627806463567931
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7863807324976335
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9303761650298235
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9160427298633265
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8489380136523212
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8992152168795979
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8138556539942805
EBT,HYBRID,none,VSM,LSI,GLOBAL,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.4464950193566479
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,PCA,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.5023463362597844
EBT,HYBRID,none,VSM,LSI,GLOBAL,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8606772072338271
EBT,HYBRID,none,VSM,LSI,GLOBAL,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8156035117416973
EBT,HYBRID,none,VSM,LSI,GLOBAL,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7379515507855343
EBT,HYBRID,none,VSM,LSI,GLOBAL,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.4899961436949407
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.5612877053983263
EBT,HYBRID,none,VSM,LSI,INDEPENDENT,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.4596064565564697
EBT,HYBRID,none,VSM,LSI,GLOBAL,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8523035162490669
EBT,HYBRID,none,VSM,VSM,GLOBAL,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,1.0
EBT,HYBRID,none,VSM,VSM,GLOBAL,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8791423978204362
EBT,HYBRID,none,VSM,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9524973331396833
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9029763663589967
EBT,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8791423978204362
EBT,HYBRID,none,VSM,LSI,GLOBAL,MAX,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7941283999338917
EBT,HYBRID,none,LSI,LSI,INDEPENDENT,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7716216013181552
EBT,HYBRID,none,VSM,LSI,GLOBAL,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.3576798064836004
WARC,HYBRID,none,LSI,VSM,GLOBAL,MAX,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8230054221533696
WARC,HYBRID,none,VSM,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8586367157242447
WARC,HYBRID,none,VSM,LSI,GLOBAL,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7844694035631292
WARC,HYBRID,none,LSI,LSI,GLOBAL,SUM,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (SUM GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.5139426800929512
WARC,HYBRID,none,LSI,VSM,GLOBAL,MAX,PCA,(o (PCA) ((. (LSI NT) (0 2)) (x (MAX GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.5588690937257941
WARC,HYBRID,none,LSI,LSI,INDEPENDENT,SUM,MAX,(o (MAX) ((. (LSI NT) (0 2)) (x (SUM INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.3756777691711852
WARC,HYBRID,none,LSI,VSM,GLOBAL,PCA,SUM,(o (SUM) ((. (LSI NT) (0 2)) (x (PCA GLOBAL) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7116576297443842
WARC,HYBRID,none,VSM,LSI,GLOBAL,MAX,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (MAX GLOBAL) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8853601859024013
WARC,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8586367157242447
WARC,HYBRID,none,VSM,VSM,INDEPENDENT,PCA,MAX,(o (MAX) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8080945003872967
WARC,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8216498838109992
WARC,HYBRID,none,VSM,VSM,INDEPENDENT,SUM,SUM,(o (SUM) ((. (VSM NT) (0 2)) (x (SUM INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.9603020914020141
WARC,HYBRID,none,VSM,LSI,INDEPENDENT,PCA,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (PCA INDEPENDENT) ((. (LSI NT) (0 1)) (. (LSI NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.7893106119287373
WARC,HYBRID,none,VSM,VSM,INDEPENDENT,MAX,PCA,(o (PCA) ((. (VSM NT) (0 2)) (x (MAX INDEPENDENT) ((. (VSM NT) (0 1)) (. (VSM NT) (1 2)))))),0,LAG_NORMALIZED_INVERTED,0.8586367157242447
